"yearsBP","annual65N","annualGlobal","globalCosWeighted","Title","Source","yearsElapsed"
597100,223.13,291.76,342.794,"","",4599402900
597000,222.88,291.77,342.794,"","",4599403000
596900,222.64,291.78,342.794,"","",4599403100
596800,222.34,291.79,342.795,"","",4599403200
596700,222.04,291.81,342.797,"","",4599403300
596600,221.74,291.82,342.798,"","",4599403400
596500,221.44,291.83,342.8,"","",4599403500
596400,221.14,291.85,342.801,"","",4599403600
596300,220.84,291.86,342.803,"","",4599403700
596200,220.55,291.88,342.804,"","",4599403800
596100,220.25,291.89,342.806,"","",4599403900
596000,219.95,291.9,342.807,"","",4599404000
595900,219.65,291.92,342.809,"","",4599404100
595800,219.31,291.93,342.808,"","",4599404200
595700,218.98,291.95,342.808,"","",4599404300
595600,218.64,291.96,342.807,"","",4599404400
595500,218.3,291.98,342.806,"","",4599404500
595400,217.97,291.99,342.806,"","",4599404600
595300,217.63,292.01,342.805,"","",4599404700
595200,217.29,292.02,342.804,"","",4599404800
595100,216.95,292.04,342.804,"","",4599404900
595000,216.62,292.05,342.803,"","",4599405000
594900,216.28,292.07,342.802,"","",4599405100
594800,215.94,292.09,342.802,"","",4599405200
594700,215.59,292.1,342.802,"","",4599405300
594600,215.25,292.12,342.801,"","",4599405400
594500,214.91,292.14,342.801,"","",4599405500
594400,214.57,292.15,342.801,"","",4599405600
594300,214.22,292.17,342.8,"","",4599405700
594200,213.88,292.19,342.8,"","",4599405800
594100,213.54,292.2,342.8,"","",4599405900
594000,213.19,292.22,342.799,"","",4599406000
593900,212.85,292.24,342.799,"","",4599406100
593800,212.54,292.26,342.8,"","",4599406200
593700,212.22,292.28,342.802,"","",4599406300
593600,211.91,292.3,342.803,"","",4599406400
593500,211.6,292.32,342.805,"","",4599406500
593400,211.29,292.34,342.806,"","",4599406600
593300,210.97,292.36,342.808,"","",4599406700
593200,210.66,292.38,342.809,"","",4599406800
593100,210.35,292.4,342.81,"","",4599406900
593000,210.03,292.42,342.812,"","",4599407000
592900,209.72,292.44,342.813,"","",4599407100
592800,209.47,292.46,342.809,"","",4599407200
592700,209.21,292.47,342.804,"","",4599407300
592600,208.96,292.49,342.8,"","",4599407400
592500,208.71,292.51,342.795,"","",4599407500
592400,208.45,292.52,342.791,"","",4599407600
592300,208.2,292.54,342.786,"","",4599407700
592200,207.94,292.56,342.782,"","",4599407800
592100,207.69,292.57,342.777,"","",4599407900
592000,207.43,292.59,342.773,"","",4599408000
591900,207.18,292.61,342.768,"","",4599408100
591800,207.02,292.63,342.768,"","",4599408200
591700,206.87,292.65,342.768,"","",4599408300
591600,206.71,292.67,342.768,"","",4599408400
591500,206.56,292.69,342.767,"","",4599408500
591400,206.4,292.71,342.767,"","",4599408600
591300,206.25,292.73,342.767,"","",4599408700
591200,206.09,292.75,342.767,"","",4599408800
591100,205.94,292.78,342.766,"","",4599408900
591000,205.78,292.8,342.766,"","",4599409000
590900,205.63,292.82,342.766,"","",4599409100
590800,205.56,292.84,342.766,"","",4599409200
590700,205.49,292.86,342.766,"","",4599409300
590600,205.43,292.88,342.766,"","",4599409400
590500,205.36,292.9,342.766,"","",4599409500
590400,205.29,292.92,342.766,"","",4599409600
590300,205.23,292.94,342.766,"","",4599409700
590200,205.16,292.96,342.765,"","",4599409800
590100,205.09,292.98,342.765,"","",4599409900
590000,205.03,293,342.765,"","",4599410000
589900,204.96,293.02,342.765,"","",4599410100
589800,205.01,293.04,342.764,"","",4599410200
589700,205.05,293.06,342.762,"","",4599410300
589600,205.1,293.08,342.761,"","",4599410400
589500,205.15,293.1,342.759,"","",4599410500
589400,205.19,293.12,342.758,"","",4599410600
589300,205.24,293.13,342.757,"","",4599410700
589200,205.28,293.15,342.755,"","",4599410800
589100,205.33,293.17,342.754,"","",4599410900
589000,205.38,293.19,342.752,"","",4599411000
588900,205.42,293.21,342.751,"","",4599411100
588800,205.57,293.23,342.748,"","",4599411200
588700,205.72,293.24,342.745,"","",4599411300
588600,205.87,293.26,342.742,"","",4599411400
588500,206.01,293.28,342.739,"","",4599411500
588400,206.16,293.29,342.736,"","",4599411600
588300,206.31,293.31,342.733,"","",4599411700
588200,206.46,293.32,342.731,"","",4599411800
588100,206.6,293.34,342.728,"","",4599411900
588000,206.75,293.36,342.725,"","",4599412000
587900,206.9,293.37,342.722,"","",4599412100
587800,207.14,293.39,342.716,"","",4599412200
587700,207.39,293.4,342.711,"","",4599412300
587600,207.64,293.41,342.705,"","",4599412400
587500,207.88,293.43,342.7,"","",4599412500
587400,208.13,293.44,342.694,"","",4599412600
587300,208.37,293.45,342.688,"","",4599412700
587200,208.62,293.46,342.683,"","",4599412800
587100,208.87,293.48,342.677,"","",4599412900
587000,209.11,293.49,342.672,"","",4599413000
586900,209.36,293.5,342.666,"","",4599413100
586800,209.68,293.52,342.665,"","",4599413200
586700,210,293.53,342.665,"","",4599413300
586600,210.32,293.55,342.664,"","",4599413400
586500,210.63,293.56,342.663,"","",4599413500
586400,210.95,293.58,342.663,"","",4599413600
586300,211.27,293.59,342.662,"","",4599413700
586200,211.59,293.61,342.661,"","",4599413800
586100,211.91,293.63,342.661,"","",4599413900
586000,212.23,293.64,342.66,"","",4599414000
585900,212.55,293.66,342.659,"","",4599414100
585800,212.91,293.67,342.655,"","",4599414200
585700,213.27,293.68,342.65,"","",4599414300
585600,213.64,293.69,342.645,"","",4599414400
585500,214,293.7,342.641,"","",4599414500
585400,214.36,293.71,342.636,"","",4599414600
585300,214.73,293.72,342.632,"","",4599414700
585200,215.09,293.73,342.627,"","",4599414800
585100,215.45,293.74,342.623,"","",4599414900
585000,215.82,293.75,342.618,"","",4599415000
584900,216.18,293.76,342.614,"","",4599415100
584800,216.56,293.77,342.611,"","",4599415200
584700,216.95,293.79,342.608,"","",4599415300
584600,217.34,293.8,342.604,"","",4599415400
584500,217.72,293.81,342.601,"","",4599415500
584400,218.11,293.82,342.598,"","",4599415600
584300,218.49,293.83,342.595,"","",4599415700
584200,218.88,293.84,342.592,"","",4599415800
584100,219.26,293.85,342.589,"","",4599415900
584000,219.65,293.86,342.586,"","",4599416000
583900,220.03,293.87,342.583,"","",4599416100
583800,220.4,293.88,342.578,"","",4599416200
583700,220.78,293.89,342.573,"","",4599416300
583600,221.15,293.89,342.568,"","",4599416400
583500,221.52,293.9,342.563,"","",4599416500
583400,221.89,293.91,342.558,"","",4599416600
583300,222.26,293.92,342.554,"","",4599416700
583200,222.63,293.93,342.549,"","",4599416800
583100,223,293.93,342.544,"","",4599416900
583000,223.38,293.94,342.539,"","",4599417000
582900,223.75,293.95,342.534,"","",4599417100
582800,224.08,293.96,342.528,"","",4599417200
582700,224.41,293.96,342.523,"","",4599417300
582600,224.74,293.97,342.517,"","",4599417400
582500,225.07,293.97,342.511,"","",4599417500
582400,225.4,293.97,342.506,"","",4599417600
582300,225.73,293.98,342.5,"","",4599417700
582200,226.06,293.98,342.495,"","",4599417800
582100,226.39,293.99,342.489,"","",4599417900
582000,226.73,293.99,342.483,"","",4599418000
581900,227.06,294,342.478,"","",4599418100
581800,227.32,294,342.475,"","",4599418200
581700,227.58,294.01,342.471,"","",4599418300
581600,227.84,294.01,342.468,"","",4599418400
581500,228.1,294.02,342.465,"","",4599418500
581400,228.36,294.02,342.462,"","",4599418600
581300,228.62,294.03,342.459,"","",4599418700
581200,228.88,294.03,342.456,"","",4599418800
581100,229.14,294.04,342.453,"","",4599418900
581000,229.4,294.04,342.449,"","",4599419000
580900,229.66,294.05,342.446,"","",4599419100
580800,229.82,294.05,342.439,"","",4599419200
580700,229.98,294.04,342.432,"","",4599419300
580600,230.14,294.04,342.425,"","",4599419400
580500,230.3,294.04,342.418,"","",4599419500
580400,230.47,294.04,342.41,"","",4599419600
580300,230.63,294.04,342.403,"","",4599419700
580200,230.79,294.03,342.396,"","",4599419800
580100,230.95,294.03,342.389,"","",4599419900
580000,231.11,294.03,342.382,"","",4599420000
579900,231.27,294.03,342.374,"","",4599420100
579800,231.34,294.02,342.369,"","",4599420200
579700,231.41,294.02,342.364,"","",4599420300
579600,231.48,294.02,342.36,"","",4599420400
579500,231.55,294.02,342.355,"","",4599420500
579400,231.62,294.01,342.35,"","",4599420600
579300,231.69,294.01,342.345,"","",4599420700
579200,231.75,294.01,342.34,"","",4599420800
579100,231.82,294.01,342.335,"","",4599420900
579000,231.89,294,342.33,"","",4599421000
578900,231.96,294,342.325,"","",4599421100
578800,231.92,294,342.32,"","",4599421200
578700,231.88,293.99,342.316,"","",4599421300
578600,231.84,293.98,342.311,"","",4599421400
578500,231.81,293.98,342.306,"","",4599421500
578400,231.77,293.97,342.302,"","",4599421600
578300,231.73,293.96,342.297,"","",4599421700
578200,231.69,293.96,342.292,"","",4599421800
578100,231.65,293.95,342.288,"","",4599421900
578000,231.61,293.94,342.283,"","",4599422000
577900,231.58,293.94,342.279,"","",4599422100
577800,231.45,293.93,342.272,"","",4599422200
577700,231.31,293.92,342.266,"","",4599422300
577600,231.18,293.91,342.259,"","",4599422400
577500,231.05,293.9,342.253,"","",4599422500
577400,230.92,293.89,342.247,"","",4599422600
577300,230.79,293.88,342.24,"","",4599422700
577200,230.66,293.87,342.234,"","",4599422800
577100,230.53,293.86,342.227,"","",4599422900
577000,230.4,293.85,342.221,"","",4599423000
576900,230.26,293.84,342.215,"","",4599423100
576800,230.04,293.83,342.209,"","",4599423200
576700,229.82,293.81,342.203,"","",4599423300
576600,229.6,293.8,342.198,"","",4599423400
576500,229.38,293.79,342.192,"","",4599423500
576400,229.15,293.77,342.187,"","",4599423600
576300,228.93,293.76,342.181,"","",4599423700
576200,228.71,293.75,342.176,"","",4599423800
576100,228.49,293.73,342.17,"","",4599423900
576000,228.27,293.72,342.165,"","",4599424000
575900,228.04,293.7,342.159,"","",4599424100
575800,227.76,293.69,342.153,"","",4599424200
575700,227.47,293.67,342.146,"","",4599424300
575600,227.19,293.66,342.139,"","",4599424400
575500,226.9,293.64,342.133,"","",4599424500
575400,226.61,293.62,342.126,"","",4599424600
575300,226.33,293.61,342.119,"","",4599424700
575200,226.04,293.59,342.113,"","",4599424800
575100,225.75,293.58,342.106,"","",4599424900
575000,225.47,293.56,342.099,"","",4599425000
574900,225.18,293.55,342.093,"","",4599425100
574800,224.85,293.53,342.086,"","",4599425200
574700,224.52,293.51,342.079,"","",4599425300
574600,224.19,293.49,342.072,"","",4599425400
574500,223.86,293.47,342.065,"","",4599425500
574400,223.53,293.45,342.059,"","",4599425600
574300,223.21,293.43,342.052,"","",4599425700
574200,222.88,293.41,342.045,"","",4599425800
574100,222.55,293.39,342.038,"","",4599425900
574000,222.22,293.37,342.031,"","",4599426000
573900,221.89,293.35,342.024,"","",4599426100
573800,221.55,293.33,342.019,"","",4599426200
573700,221.22,293.31,342.013,"","",4599426300
573600,220.88,293.29,342.008,"","",4599426400
573500,220.54,293.27,342.002,"","",4599426500
573400,220.21,293.25,341.997,"","",4599426600
573300,219.87,293.23,341.991,"","",4599426700
573200,219.53,293.21,341.986,"","",4599426800
573100,219.19,293.19,341.98,"","",4599426900
573000,218.86,293.17,341.975,"","",4599427000
572900,218.52,293.15,341.97,"","",4599427100
572800,218.19,293.13,341.963,"","",4599427200
572700,217.87,293.11,341.957,"","",4599427300
572600,217.54,293.09,341.95,"","",4599427400
572500,217.21,293.06,341.944,"","",4599427500
572400,216.89,293.04,341.937,"","",4599427600
572300,216.56,293.02,341.931,"","",4599427700
572200,216.23,293,341.925,"","",4599427800
572100,215.91,292.97,341.918,"","",4599427900
572000,215.58,292.95,341.912,"","",4599428000
571900,215.25,292.93,341.905,"","",4599428100
571800,214.96,292.91,341.901,"","",4599428200
571700,214.67,292.88,341.897,"","",4599428300
571600,214.38,292.86,341.893,"","",4599428400
571500,214.09,292.84,341.889,"","",4599428500
571400,213.8,292.81,341.885,"","",4599428600
571300,213.51,292.79,341.881,"","",4599428700
571200,213.22,292.77,341.877,"","",4599428800
571100,212.93,292.74,341.872,"","",4599428900
571000,212.64,292.72,341.868,"","",4599429000
570900,212.35,292.7,341.864,"","",4599429100
570800,212.1,292.67,341.857,"","",4599429200
570700,211.86,292.64,341.85,"","",4599429300
570600,211.61,292.62,341.843,"","",4599429400
570500,211.37,292.59,341.837,"","",4599429500
570400,211.12,292.56,341.83,"","",4599429600
570300,210.88,292.54,341.823,"","",4599429700
570200,210.64,292.51,341.816,"","",4599429800
570100,210.39,292.48,341.809,"","",4599429900
570000,210.15,292.46,341.802,"","",4599430000
569900,209.9,292.43,341.795,"","",4599430100
569800,209.74,292.4,341.787,"","",4599430200
569700,209.57,292.38,341.779,"","",4599430300
569600,209.41,292.35,341.772,"","",4599430400
569500,209.24,292.32,341.764,"","",4599430500
569400,209.08,292.29,341.756,"","",4599430600
569300,208.91,292.26,341.748,"","",4599430700
569200,208.75,292.23,341.741,"","",4599430800
569100,208.58,292.2,341.733,"","",4599430900
569000,208.41,292.18,341.725,"","",4599431000
568900,208.25,292.15,341.718,"","",4599431100
568800,208.15,292.12,341.712,"","",4599431200
568700,208.06,292.09,341.706,"","",4599431300
568600,207.96,292.07,341.699,"","",4599431400
568500,207.86,292.04,341.693,"","",4599431500
568400,207.76,292.01,341.687,"","",4599431600
568300,207.67,291.98,341.681,"","",4599431700
568200,207.57,291.96,341.675,"","",4599431800
568100,207.47,291.93,341.669,"","",4599431900
568000,207.38,291.9,341.663,"","",4599432000
567900,207.28,291.88,341.657,"","",4599432100
567800,207.27,291.85,341.652,"","",4599432200
567700,207.26,291.82,341.648,"","",4599432300
567600,207.25,291.79,341.643,"","",4599432400
567500,207.24,291.77,341.638,"","",4599432500
567400,207.23,291.74,341.633,"","",4599432600
567300,207.22,291.71,341.628,"","",4599432700
567200,207.21,291.69,341.623,"","",4599432800
567100,207.2,291.66,341.618,"","",4599432900
567000,207.19,291.63,341.614,"","",4599433000
566900,207.18,291.6,341.609,"","",4599433100
566800,207.24,291.58,341.602,"","",4599433200
566700,207.29,291.55,341.595,"","",4599433300
566600,207.35,291.52,341.587,"","",4599433400
566500,207.41,291.49,341.58,"","",4599433500
566400,207.46,291.46,341.573,"","",4599433600
566300,207.52,291.43,341.566,"","",4599433700
566200,207.58,291.4,341.559,"","",4599433800
566100,207.63,291.38,341.552,"","",4599433900
566000,207.69,291.35,341.544,"","",4599434000
565900,207.74,291.32,341.537,"","",4599434100
565800,207.86,291.29,341.532,"","",4599434200
565700,207.97,291.26,341.527,"","",4599434300
565600,208.08,291.24,341.522,"","",4599434400
565500,208.2,291.21,341.517,"","",4599434500
565400,208.31,291.18,341.512,"","",4599434600
565300,208.42,291.15,341.507,"","",4599434700
565200,208.54,291.13,341.503,"","",4599434800
565100,208.65,291.1,341.498,"","",4599434900
565000,208.76,291.07,341.493,"","",4599435000
564900,208.87,291.05,341.488,"","",4599435100
564800,209.04,291.02,341.481,"","",4599435200
564700,209.2,290.99,341.474,"","",4599435300
564600,209.36,290.97,341.467,"","",4599435400
564500,209.52,290.94,341.461,"","",4599435500
564400,209.68,290.91,341.454,"","",4599435600
564300,209.84,290.89,341.447,"","",4599435700
564200,210,290.86,341.44,"","",4599435800
564100,210.17,290.83,341.433,"","",4599435900
564000,210.33,290.81,341.427,"","",4599436000
563900,210.49,290.78,341.42,"","",4599436100
563800,210.67,290.75,341.414,"","",4599436200
563700,210.84,290.73,341.407,"","",4599436300
563600,211.02,290.7,341.401,"","",4599436400
563500,211.2,290.68,341.395,"","",4599436500
563400,211.38,290.65,341.388,"","",4599436600
563300,211.55,290.63,341.382,"","",4599436700
563200,211.73,290.6,341.376,"","",4599436800
563100,211.91,290.58,341.37,"","",4599436900
563000,212.09,290.55,341.363,"","",4599437000
562900,212.26,290.53,341.357,"","",4599437100
562800,212.45,290.51,341.354,"","",4599437200
562700,212.64,290.49,341.351,"","",4599437300
562600,212.83,290.47,341.348,"","",4599437400
562500,213.02,290.45,341.345,"","",4599437500
562400,213.2,290.43,341.342,"","",4599437600
562300,213.39,290.41,341.339,"","",4599437700
562200,213.58,290.39,341.336,"","",4599437800
562100,213.77,290.37,341.333,"","",4599437900
562000,213.95,290.35,341.33,"","",4599438000
561900,214.14,290.33,341.327,"","",4599438100
561800,214.33,290.31,341.318,"","",4599438200
561700,214.51,290.29,341.31,"","",4599438300
561600,214.69,290.27,341.301,"","",4599438400
561500,214.88,290.25,341.292,"","",4599438500
561400,215.06,290.23,341.284,"","",4599438600
561300,215.24,290.21,341.275,"","",4599438700
561200,215.43,290.19,341.266,"","",4599438800
561100,215.61,290.17,341.258,"","",4599438900
561000,215.79,290.15,341.249,"","",4599439000
560900,215.98,290.13,341.241,"","",4599439100
560800,216.12,290.12,341.235,"","",4599439200
560700,216.27,290.1,341.229,"","",4599439300
560600,216.41,290.08,341.223,"","",4599439400
560500,216.56,290.07,341.217,"","",4599439500
560400,216.7,290.05,341.211,"","",4599439600
560300,216.85,290.03,341.206,"","",4599439700
560200,216.99,290.02,341.2,"","",4599439800
560100,217.14,290,341.194,"","",4599439900
560000,217.29,289.98,341.188,"","",4599440000
559900,217.43,289.97,341.182,"","",4599440100
559800,217.54,289.96,341.178,"","",4599440200
559700,217.65,289.95,341.174,"","",4599440300
559600,217.76,289.94,341.17,"","",4599440400
559500,217.87,289.93,341.167,"","",4599440500
559400,217.99,289.92,341.163,"","",4599440600
