yearsBP,annual65N,annualGlobal,globalCosWeighted,Title,Source
288800,222.98,292.33,341.167,,
288700,222.78,292.31,341.161,,
288600,222.58,292.29,341.155,,
288500,222.38,292.27,341.15,,
288400,222.18,292.25,341.144,,
288300,221.98,292.24,341.139,,
288200,221.78,292.22,341.133,,
288100,221.58,292.2,341.127,,
288000,221.38,292.18,341.122,,
287900,221.18,292.16,341.116,,
287800,220.96,292.14,341.114,,
287700,220.74,292.13,341.111,,
287600,220.52,292.11,341.109,,
287500,220.3,292.09,341.106,,
287400,220.07,292.07,341.104,,
287300,219.85,292.05,341.102,,
287200,219.63,292.04,341.099,,
287100,219.41,292.02,341.097,,
287000,219.19,292,341.094,,
286900,218.96,291.98,341.092,,
286800,218.75,291.96,341.088,,
286700,218.54,291.94,341.084,,
286600,218.32,291.92,341.08,,
286500,218.11,291.9,341.076,,
286400,217.89,291.88,341.072,,
286300,217.68,291.86,341.068,,
286200,217.47,291.84,341.064,,
286100,217.25,291.82,341.06,,
286000,217.04,291.8,341.057,,
285900,216.83,291.78,341.053,,
285800,216.62,291.76,341.048,,
285700,216.41,291.74,341.044,,
285600,216.2,291.72,341.039,,
285500,215.99,291.7,341.035,,
285400,215.79,291.67,341.031,,
285300,215.58,291.65,341.026,,
285200,215.37,291.63,341.022,,
285100,215.16,291.61,341.017,,
285000,214.95,291.59,341.013,,
284900,214.75,291.56,341.008,,
284800,214.56,291.54,341.007,,
284700,214.37,291.52,341.005,,
284600,214.18,291.5,341.003,,
284500,213.99,291.48,341.002,,
284400,213.8,291.46,341,,
284300,213.61,291.44,340.998,,
284200,213.42,291.42,340.997,,
284100,213.23,291.4,340.995,,
284000,213.04,291.38,340.993,,
283900,212.85,291.36,340.992,,
283800,212.7,291.34,340.988,,
283700,212.56,291.32,340.985,,
283600,212.41,291.29,340.982,,
283500,212.26,291.27,340.978,,
283400,212.11,291.25,340.975,,
283300,211.97,291.23,340.971,,
283200,211.82,291.21,340.968,,
283100,211.67,291.18,340.965,,
283000,211.52,291.16,340.961,,
282900,211.38,291.14,340.958,,
282800,211.26,291.12,340.954,,
282700,211.15,291.1,340.95,,
282600,211.04,291.07,340.945,,
282500,210.92,291.05,340.941,,
282400,210.81,291.03,340.937,,
282300,210.7,291.01,340.933,,
282200,210.59,290.98,340.929,,
282100,210.47,290.96,340.924,,
282000,210.36,290.94,340.92,,
281900,210.25,290.92,340.916,,
281800,210.18,290.9,340.913,,
281700,210.11,290.87,340.911,,
281600,210.03,290.85,340.909,,
281500,209.96,290.83,340.906,,
281400,209.89,290.81,340.904,,
281300,209.82,290.79,340.901,,
281200,209.75,290.77,340.899,,
281100,209.68,290.75,340.896,,
281000,209.61,290.73,340.894,,
280900,209.54,290.71,340.891,,
280800,209.51,290.69,340.887,,
280700,209.48,290.67,340.884,,
280600,209.46,290.65,340.88,,
280500,209.43,290.63,340.876,,
280400,209.4,290.61,340.872,,
280300,209.37,290.59,340.868,,
280200,209.34,290.57,340.864,,
280100,209.31,290.55,340.86,,
280000,209.29,290.53,340.856,,
279900,209.26,290.51,340.852,,
279800,209.26,290.49,340.853,,
279700,209.27,290.47,340.853,,
279600,209.27,290.46,340.853,,
279500,209.27,290.44,340.854,,
279400,209.28,290.42,340.854,,
279300,209.28,290.41,340.854,,
279200,209.29,290.39,340.855,,
279100,209.29,290.37,340.855,,
279000,209.29,290.35,340.856,,
278900,209.3,290.34,340.856,,
278800,209.33,290.32,340.852,,
278700,209.37,290.3,340.848,,
278600,209.41,290.28,340.843,,
278500,209.44,290.26,340.839,,
278400,209.48,290.25,340.835,,
278300,209.52,290.23,340.831,,
278200,209.55,290.21,340.827,,
278100,209.59,290.19,340.822,,
278000,209.63,290.17,340.818,,
277900,209.66,290.15,340.814,,
277800,209.73,290.14,340.814,,
277700,209.81,290.13,340.814,,
277600,209.88,290.11,340.815,,
277500,209.95,290.1,340.815,,
277400,210.02,290.09,340.815,,
277300,210.1,290.07,340.816,,
277200,210.17,290.06,340.816,,
277100,210.24,290.04,340.816,,
277000,210.32,290.03,340.816,,
276900,210.39,290.02,340.817,,
276800,210.47,290,340.812,,
276700,210.55,289.99,340.807,,
276600,210.63,289.97,340.802,,
276500,210.71,289.96,340.797,,
276400,210.79,289.94,340.792,,
276300,210.87,289.93,340.786,,
276200,210.95,289.92,340.781,,
276100,211.03,289.9,340.776,,
276000,211.11,289.89,340.771,,
275900,211.2,289.87,340.766,,
275800,211.29,289.86,340.766,,
275700,211.39,289.85,340.766,,
275600,211.49,289.85,340.765,,
275500,211.58,289.84,340.765,,
275400,211.68,289.83,340.765,,
275300,211.78,289.82,340.764,,
275200,211.87,289.81,340.764,,
275100,211.97,289.8,340.763,,
275000,212.07,289.79,340.763,,
274900,212.16,289.78,340.763,,
274800,212.27,289.78,340.762,,
274700,212.38,289.77,340.762,,
274600,212.48,289.76,340.762,,
274500,212.59,289.76,340.761,,
274400,212.7,289.75,340.761,,
274300,212.81,289.75,340.761,,
274200,212.91,289.74,340.76,,
274100,213.02,289.74,340.76,,
274000,213.13,289.73,340.76,,
273900,213.23,289.73,340.759,,
273800,213.33,289.72,340.757,,
273700,213.43,289.72,340.754,,
273600,213.53,289.71,340.752,,
273500,213.63,289.71,340.749,,
273400,213.73,289.7,340.746,,
273300,213.83,289.7,340.744,,
273200,213.93,289.69,340.741,,
273100,214.02,289.69,340.738,,
273000,214.12,289.68,340.736,,
272900,214.22,289.68,340.733,,
272800,214.33,289.68,340.734,,
272700,214.44,289.68,340.734,,
272600,214.55,289.68,340.735,,
272500,214.66,289.68,340.736,,
272400,214.77,289.68,340.736,,
272300,214.88,289.69,340.737,,
272200,214.98,289.69,340.738,,
272100,215.09,289.69,340.738,,
272000,215.2,289.69,340.739,,
271900,215.31,289.69,340.739,,
271800,215.4,289.69,340.737,,
271700,215.49,289.7,340.734,,
271600,215.57,289.7,340.731,,
271500,215.66,289.7,340.728,,
271400,215.75,289.7,340.726,,
271300,215.83,289.7,340.723,,
271200,215.92,289.7,340.72,,
271100,216.01,289.71,340.718,,
271000,216.09,289.71,340.715,,
270900,216.18,289.71,340.712,,
270800,216.26,289.72,340.711,,
270700,216.35,289.72,340.709,,
270600,216.43,289.73,340.708,,
270500,216.52,289.73,340.707,,
270400,216.6,289.74,340.705,,
270300,216.69,289.75,340.704,,
270200,216.77,289.75,340.703,,
270100,216.86,289.76,340.701,,
270000,216.94,289.76,340.7,,
269900,217.03,289.77,340.699,,
269800,217.1,289.78,340.701,,
269700,217.17,289.8,340.703,,
269600,217.24,289.81,340.705,,
269500,217.31,289.82,340.707,,
269400,217.38,289.83,340.709,,
269300,217.45,289.84,340.712,,
269200,217.52,289.86,340.714,,
269100,217.59,289.87,340.716,,
269000,217.66,289.88,340.718,,
268900,217.73,289.89,340.72,,
268800,217.79,289.91,340.72,,
268700,217.85,289.92,340.72,,
268600,217.91,289.94,340.719,,
268500,217.98,289.95,340.719,,
268400,218.04,289.96,340.719,,
268300,218.1,289.98,340.718,,
268200,218.16,289.99,340.718,,
268100,218.22,290.01,340.718,,
268000,218.28,290.02,340.718,,
267900,218.34,290.03,340.717,,
267800,218.38,290.05,340.715,,
267700,218.42,290.07,340.713,,
267600,218.45,290.08,340.711,,
267500,218.49,290.1,340.709,,
267400,218.53,290.11,340.707,,
267300,218.57,290.13,340.705,,
267200,218.61,290.15,340.703,,
267100,218.65,290.16,340.701,,
267000,218.68,290.18,340.699,,
266900,218.72,290.19,340.697,,
266800,218.74,290.21,340.698,,
266700,218.76,290.23,340.7,,
266600,218.78,290.25,340.702,,
266500,218.8,290.27,340.704,,
266400,218.82,290.29,340.706,,
266300,218.84,290.31,340.708,,
266200,218.86,290.33,340.71,,
266100,218.88,290.35,340.712,,
266000,218.9,290.37,340.714,,
265900,218.92,290.39,340.715,,
265800,218.93,290.42,340.715,,
265700,218.94,290.44,340.715,,
265600,218.94,290.46,340.715,,
265500,218.95,290.48,340.714,,
265400,218.95,290.51,340.714,,
265300,218.96,290.53,340.714,,
265200,218.97,290.55,340.713,,
265100,218.97,290.57,340.713,,
265000,218.98,290.6,340.713,,
264900,218.98,290.62,340.713,,
264800,218.97,290.64,340.714,,
264700,218.96,290.67,340.716,,
264600,218.95,290.69,340.717,,
264500,218.94,290.72,340.719,,
264400,218.92,290.74,340.72,,
264300,218.91,290.77,340.722,,
264200,218.9,290.79,340.723,,
264100,218.89,290.82,340.725,,
264000,218.88,290.84,340.727,,
263900,218.86,290.87,340.728,,
263800,218.84,290.9,340.731,,
263700,218.81,290.92,340.734,,
263600,218.78,290.95,340.737,,
263500,218.76,290.98,340.739,,
263400,218.73,291.01,340.742,,
263300,218.71,291.04,340.745,,
263200,218.68,291.06,340.748,,
263100,218.65,291.09,340.751,,
263000,218.63,291.12,340.754,,
262900,218.6,291.15,340.756,,
262800,218.55,291.17,340.758,,
262700,218.51,291.2,340.76,,
262600,218.46,291.23,340.761,,
262500,218.42,291.26,340.763,,
262400,218.37,291.28,340.764,,
262300,218.32,291.31,340.766,,
262200,218.28,291.34,340.767,,
262100,218.23,291.36,340.769,,
262000,218.18,291.39,340.77,,
261900,218.14,291.42,340.772,,
261800,218.08,291.44,340.772,,
261700,218.02,291.47,340.773,,
261600,217.96,291.5,340.773,,
261500,217.89,291.53,340.774,,
261400,217.83,291.56,340.775,,
261300,217.77,291.58,340.775,,
261200,217.71,291.61,340.776,,
261100,217.65,291.64,340.776,,
261000,217.59,291.67,340.777,,
260900,217.53,291.69,340.777,,
260800,217.46,291.72,340.781,,
260700,217.38,291.75,340.784,,
260600,217.31,291.78,340.787,,
260500,217.23,291.8,340.79,,
260400,217.16,291.83,340.793,,
260300,217.08,291.86,340.796,,
260200,217.01,291.89,340.8,,
260100,216.93,291.92,340.803,,
260000,216.86,291.94,340.806,,
259900,216.78,291.97,340.809,,
259800,216.71,292,340.813,,
259700,216.64,292.03,340.816,,
259600,216.57,292.05,340.82,,
259500,216.49,292.08,340.823,,
259400,216.42,292.11,340.826,,
259300,216.35,292.13,340.83,,
259200,216.28,292.16,340.834,,
259100,216.2,292.19,340.837,,
259000,216.13,292.22,340.841,,
258900,216.06,292.24,340.844,,
258800,215.98,292.27,340.847,,
258700,215.9,292.3,340.85,,
258600,215.82,292.32,340.853,,
258500,215.74,292.35,340.856,,
258400,215.66,292.37,340.859,,
258300,215.59,292.4,340.862,,
258200,215.51,292.43,340.865,,
258100,215.43,292.45,340.868,,
258000,215.35,292.48,340.871,,
257900,215.27,292.5,340.874,,
257800,215.2,292.53,340.875,,
257700,215.13,292.55,340.876,,
257600,215.07,292.57,340.877,,
257500,215,292.59,340.878,,
257400,214.93,292.61,340.879,,
257300,214.86,292.64,340.881,,
257200,214.79,292.66,340.882,,
257100,214.72,292.68,340.883,,
257000,214.65,292.7,340.884,,
256900,214.59,292.72,340.885,,
256800,214.54,292.74,340.889,,
256700,214.49,292.77,340.892,,
256600,214.44,292.79,340.895,,
256500,214.39,292.81,340.899,,
256400,214.34,292.83,340.902,,
256300,214.29,292.85,340.906,,
256200,214.25,292.87,340.909,,
256100,214.2,292.89,340.913,,
256000,214.15,292.91,340.916,,
255900,214.1,292.93,340.92,,
255800,214.07,292.95,340.922,,
255700,214.03,292.96,340.925,,
255600,214,292.98,340.928,,
255500,213.96,293,340.931,,
255400,213.93,293.01,340.934,,
255300,213.9,293.03,340.937,,
255200,213.86,293.05,340.94,,
255100,213.83,293.06,340.943,,
255000,213.79,293.08,340.946,,
254900,213.76,293.1,340.949,,
254800,213.76,293.11,340.952,,
254700,213.77,293.12,340.954,,
254600,213.77,293.14,340.957,,
254500,213.77,293.15,340.959,,
254400,213.78,293.16,340.962,,
254300,213.78,293.18,340.965,,
254200,213.79,293.19,340.967,,
254100,213.79,293.2,340.97,,
254000,213.79,293.22,340.972,,
253900,213.8,293.23,340.975,,
253800,213.82,293.24,340.976,,
253700,213.84,293.24,340.978,,
253600,213.86,293.25,340.98,,
253500,213.89,293.26,340.982,,
253400,213.91,293.27,340.984,,
253300,213.93,293.28,340.985,,
253200,213.95,293.28,340.987,,
253100,213.98,293.29,340.989,,
253000,214,293.3,340.991,,
252900,214.02,293.31,340.992,,
252800,214.09,293.31,340.997,,
252700,214.16,293.32,341.002,,
252600,214.23,293.33,341.007,,
252500,214.29,293.33,341.012,,
252400,214.36,293.34,341.017,,
252300,214.43,293.35,341.022,,
252200,214.5,293.35,341.027,,
252100,214.57,293.36,341.032,,
252000,214.64,293.36,341.037,,
251900,214.71,293.37,341.042,,
251800,214.81,293.37,341.044,,
251700,214.9,293.37,341.046,,
251600,215,293.37,341.049,,
251500,215.1,293.37,341.051,,
251400,215.2,293.37,341.053,,
251300,215.3,293.36,341.056,,
251200,215.4,293.36,341.058,,
251100,215.5,293.36,341.06,,
251000,215.6,293.36,341.063,,
250900,215.7,293.36,341.065,,
250800,215.81,293.36,341.068,,
250700,215.93,293.35,341.07,,
250600,216.05,293.35,341.073,,
250500,216.16,293.34,341.076,,
250400,216.28,293.34,341.078,,
250300,216.4,293.33,341.081,,
250200,216.51,293.32,341.083,,
250100,216.63,293.32,341.086,,
250000,216.75,293.31,341.089,,
249900,216.87,293.31,341.091,,
249800,217.02,293.3,341.096,,
249700,217.17,293.29,341.101,,
249600,217.33,293.29,341.105,,
249500,217.48,293.28,341.11,,
249400,217.63,293.27,341.115,,
249300,217.79,293.26,341.12,,
249200,217.94,293.25,341.124,,
249100,218.09,293.25,341.129,,
249000,218.25,293.24,341.134,,
248900,218.4,293.23,341.138,,
248800,218.55,293.22,341.141,,
248700,218.7,293.2,341.143,,
248600,218.85,293.19,341.145,,
248500,219,293.17,341.147,,
248400,219.16,293.16,341.149,,
248300,219.31,293.14,341.152,,
248200,219.46,293.13,341.154,,
248100,219.61,293.11,341.156,,
248000,219.76,293.1,341.158,,
247900,219.91,293.08,341.16,,
247800,220.07,293.07,341.165,,
247700,220.23,293.05,341.17,,
247600,220.39,293.03,341.175,,
247500,220.55,293.02,341.18,,
247400,220.71,293,341.184,,
247300,220.87,292.98,341.189,,
247200,221.03,292.97,341.194,,
247100,221.19,292.95,341.199,,
247000,221.35,292.93,341.204,,
246900,221.51,292.92,341.209,,
246800,221.65,292.9,341.211,,
246700,221.79,292.87,341.213,,
246600,221.93,292.85,341.215,,
246500,222.07,292.83,341.218,,
246400,222.21,292.81,341.22,,
246300,222.35,292.79,341.222,,
246200,222.5,292.77,341.224,,
246100,222.64,292.74,341.227,,
246000,222.78,292.72,341.229,,
245900,222.92,292.7,341.231,,
245800,223.04,292.68,341.236,,
245700,223.15,292.66,341.242,,
245600,223.27,292.63,341.247,,
245500,223.39,292.61,341.252,,
245400,223.5,292.59,341.258,,
245300,223.62,292.56,341.263,,
245200,223.74,292.54,341.268,,
245100,223.86,292.52,341.273,,
245000,223.97,292.49,341.279,,
244900,224.09,292.47,341.284,,
244800,224.16,292.44,341.287,,
244700,224.23,292.42,341.29,,
244600,224.31,292.39,341.294,,
244500,224.38,292.36,341.297,,
244400,224.45,292.34,341.3,,
244300,224.53,292.31,341.303,,
244200,224.6,292.28,341.306,,
244100,224.67,292.26,341.309,,
244000,224.74,292.23,341.313,,
243900,224.82,292.2,341.316,,
243800,224.83,292.17,341.32,,
243700,224.84,292.15,341.324,,
243600,224.85,292.12,341.328,,
243500,224.86,292.09,341.332,,
243400,224.88,292.06,341.336,,
243300,224.89,292.03,341.34,,
243200,224.9,292,341.344,,
243100,224.91,291.98,341.348,,
243000,224.93,291.95,341.352,,
242900,224.94,291.92,341.356,,
242800,224.9,291.89,341.36,,
242700,224.86,291.86,341.364,,
242600,224.82,291.83,341.368,,
242500,224.78,291.8,341.373,,
242400,224.74,291.77,341.377,,
242300,224.7,291.74,341.381,,
242200,224.65,291.71,341.385,,
242100,224.61,291.68,341.39,,
242000,224.57,291.65,341.394,,
241900,224.53,291.62,341.398,,
241800,224.43,291.59,341.403,,
241700,224.34,291.56,341.408,,
241600,224.24,291.53,341.412,,
241500,224.14,291.5,341.417,,
241400,224.04,291.47,341.422,,
241300,223.94,291.44,341.426,,
241200,223.84,291.41,341.431,,
241100,223.74,291.38,341.436,,
241000,223.64,291.35,341.44,,
240900,223.54,291.32,341.445,,
240800,223.38,291.29,341.45,,
240700,223.22,291.26,341.455,,
240600,223.06,291.23,341.46,,
240500,222.9,291.2,341.464,,
240400,222.74,291.17,341.469,,
240300,222.58,291.15,341.474,,
240200,222.41,291.12,341.479,,
240100,222.25,291.09,341.484,,
240000,222.09,291.06,341.489,,
239900,221.93,291.03,341.493,,
239800,221.7,291,341.495,,
239700,221.48,290.97,341.497,,
239600,221.25,290.94,341.499,,
239500,221.03,290.91,341.5,,
239400,220.8,290.88,341.502,,
239300,220.57,290.85,341.504,,
239200,220.35,290.81,341.505,,
239100,220.12,290.78,341.507,,
239000,219.9,290.75,341.509,,
238900,219.67,290.72,341.51,,
238800,219.42,290.7,341.521,,
238700,219.17,290.68,341.532,,
238600,218.91,290.66,341.543,,
238500,218.66,290.64,341.554,,
238400,218.41,290.62,341.565,,
238300,218.16,290.61,341.576,,
238200,217.9,290.59,341.586,,
238100,217.65,290.57,341.597,,
238000,217.4,290.55,341.608,,
237900,217.15,290.53,341.619,,
237800,216.86,290.5,341.62,,
237700,216.57,290.48,341.622,,
237600,216.28,290.45,341.623,,
237500,215.99,290.42,341.625,,
237400,215.7,290.4,341.626,,
237300,215.4,290.37,341.627,,
237200,215.11,290.35,341.629,,
237100,214.82,290.32,341.63,,
237000,214.53,290.3,341.632,,
236900,214.24,290.27,341.633,,
236800,213.95,290.25,341.638,,
236700,213.66,290.24,341.643,,
236600,213.36,290.22,341.649,,
236500,213.07,290.2,341.654,,
236400,212.78,290.19,341.659,,
236300,212.49,290.17,341.664,,
236200,212.19,290.15,341.669,,
236100,211.9,290.13,341.674,,
236000,211.61,290.12,341.68,,
235900,211.32,290.1,341.685,,
235800,211.04,290.09,341.691,,
235700,210.77,290.08,341.697,,
235600,210.49,290.06,341.702,,
235500,210.22,290.05,341.708,,
235400,209.94,290.04,341.714,,
235300,209.67,290.03,341.72,,
235200,209.4,290.02,341.726,,
235100,209.12,290.01,341.732,,
235000,208.85,289.99,341.737,,
234900,208.57,289.98,341.743,,
234800,208.33,289.97,341.745,,
234700,208.1,289.97,341.748,,
234600,207.86,289.96,341.75,,
234500,207.62,289.95,341.752,,
234400,207.38,289.94,341.754,,
234300,207.14,289.93,341.756,,
234200,206.91,289.92,341.758,,
234100,206.67,289.91,341.76,,
234000,206.43,289.9,341.763,,
233900,206.19,289.89,341.765,,
233800,206.01,289.89,341.772,,
233700,205.83,289.89,341.778,,
233600,205.65,289.89,341.785,,
233500,205.47,289.89,341.792,,
233400,205.29,289.89,341.799,,
233300,205.11,289.89,341.806,,
233200,204.93,289.89,341.813,,
233100,204.75,289.89,341.82,,
233000,204.57,289.89,341.827,,
232900,204.39,289.89,341.833,,
232800,204.29,289.9,341.838,,
232700,204.18,289.9,341.842,,
232600,204.08,289.9,341.846,,
232500,203.98,289.91,341.851,,
232400,203.87,289.91,341.855,,
232300,203.77,289.91,341.859,,
232200,203.66,289.91,341.864,,
232100,203.56,289.92,341.868,,
232000,203.45,289.92,341.872,,
231900,203.35,289.92,341.877,,
231800,203.33,289.93,341.88,,
231700,203.31,289.94,341.883,,
231600,203.28,289.95,341.886,,
231500,203.26,289.96,341.889,,
231400,203.24,289.97,341.892,,
231300,203.22,289.98,341.895,,
231200,203.2,289.99,341.898,,
231100,203.18,290,341.901,,
231000,203.16,290,341.903,,
230900,203.14,290.01,341.906,,
230800,203.22,290.03,341.911,,
230700,203.29,290.04,341.915,,
230600,203.36,290.06,341.92,,
230500,203.43,290.07,341.924,,
230400,203.51,290.08,341.928,,
230300,203.58,290.1,341.933,,
230200,203.65,290.11,341.937,,
230100,203.72,290.13,341.941,,
230000,203.8,290.14,341.946,,
229900,203.87,290.16,341.95,,
229800,204.03,290.18,341.954,,
229700,204.19,290.19,341.959,,
229600,204.35,290.21,341.963,,
229500,204.52,290.23,341.968,,
229400,204.68,290.25,341.972,,
229300,204.84,290.27,341.977,,
229200,205,290.29,341.981,,
229100,205.16,290.31,341.986,,
229000,205.32,290.33,341.99,,
228900,205.48,290.35,341.995,,
228800,205.72,290.38,341.999,,
228700,205.95,290.4,342.002,,
228600,206.18,290.42,342.006,,
228500,206.41,290.44,342.01,,
228400,206.64,290.47,342.014,,
228300,206.88,290.49,342.018,,
228200,207.11,290.51,342.022,,
228100,207.34,290.54,342.025,,
228000,207.57,290.56,342.029,,
227900,207.81,290.58,342.033,,
227800,208.12,290.61,342.037,,
227700,208.43,290.64,342.041,,
227600,208.75,290.67,342.045,,
227500,209.06,290.7,342.049,,
227400,209.38,290.73,342.053,,
227300,209.69,290.75,342.058,,
227200,210.01,290.78,342.062,,
227100,210.32,290.81,342.066,,
227000,210.64,290.84,342.07,,
226900,210.95,290.87,342.074,,
226800,211.3,290.9,342.078,,
226700,211.64,290.93,342.083,,
226600,211.99,290.96,342.088,,
226500,212.33,290.99,342.092,,
226400,212.68,291.03,342.097,,
226300,213.02,291.06,342.101,,
226200,213.37,291.09,342.106,,
226100,213.71,291.12,342.111,,
226000,214.06,291.15,342.115,,
225900,214.4,291.18,342.12,,
225800,214.77,291.22,342.123,,
225700,215.15,291.25,342.127,,
225600,215.52,291.29,342.13,,
225500,215.89,291.32,342.134,,
225400,216.26,291.36,342.137,,
225300,216.63,291.39,342.141,,
225200,217,291.43,342.144,,
225100,217.37,291.46,342.148,,
225000,217.75,291.5,342.151,,
224900,218.12,291.53,342.155,,
224800,218.47,291.57,342.158,,
224700,218.82,291.6,342.162,,
224600,219.18,291.64,342.165,,
224500,219.53,291.68,342.169,,
224400,219.88,291.71,342.172,,
224300,220.24,291.75,342.175,,
